Sample time (ms): 500
Maximum runtime (s): 720
Index,Time (ms),Oven temperature (C),Ambient temperature (C),PWM controller (percent),Thermocouple open,Reference temperature (C)
00884,000442000,167.00,20.14,099.04,0,182.00
00885,000442500,167.00,20.14,100.00,0,182.50
00886,000443000,167.25,20.15,091.61,0,183.00
00887,000443500,167.75,20.14,081.76,0,183.50
00888,000444000,167.75,20.14,100.00,0,184.00
00889,000444500,167.75,20.15,100.00,0,184.50
00890,000445000,168.00,20.15,096.01,0,185.00
00891,000445500,168.25,20.15,096.94,0,185.50
00892,000446000,168.25,20.15,100.00,0,186.00
00893,000446500,168.50,20.15,099.54,0,186.50
00894,000447000,168.75,20.15,100.00,0,187.00
00895,000447500,169.25,20.15,090.66,0,187.50
00896,000448000,169.25,20.15,100.00,0,188.00
00897,000448500,169.50,20.14,100.00,0,188.50
00898,000449000,169.75,20.15,100.00,0,189.00
00899,000449500,169.75,20.15,100.00,0,189.50
00900,000450000,170.00,20.15,100.00,0,190.00
00901,000450500,170.50,20.14,097.08,0,190.50
00902,000451000,171.50,20.15,075.77,0,191.00
00903,000451500,171.50,20.15,100.00,0,191.50
00904,000452000,171.50,20.13,100.00,0,192.00
00905,000452500,171.75,20.14,100.00,0,192.50
00906,000453000,172.50,20.14,089.59,0,193.00
00907,000453500,172.50,20.14,100.00,0,193.50
00908,000454000,173.00,20.14,100.00,0,194.00
00909,000454500,172.75,20.15,100.00,0,194.50
00910,000455000,174.25,20.13,061.18,0,195.00
00911,000455500,174.25,20.13,100.00,0,195.50
00912,000456000,174.75,20.14,100.00,0,196.00
00913,000456500,175.00,20.14,100.00,0,196.50
00914,000457000,175.50,20.13,100.00,0,197.00
00915,000457500,175.50,20.13,100.00,0,197.50
00916,000458000,176.00,20.14,100.00,0,198.00
00917,000458500,176.50,20.12,100.00,0,198.50
00918,000459000,177.25,20.12,095.91,0,199.00
00919,000459500,177.25,20.12,100.00,0,199.50
00920,000460000,177.75,20.13,100.00,0,200.00
00921,000460500,177.75,20.12,100.00,0,200.50
00922,000461000,178.25,20.13,100.00,0,201.00
00923,000461500,178.25,20.13,100.00,0,201.50
00924,000462000,178.75,20.13,100.00,0,202.00
00925,000462500,179.00,20.12,100.00,0,202.50
00926,000463000,180.00,20.13,091.50,0,203.00
00927,000463500,180.00,20.13,100.00,0,203.50
00928,000464000,180.75,20.13,100.00,0,204.00
00929,000464500,181.25,20.13,100.00,0,204.50
00930,000465000,181.25,20.13,100.00,0,205.00
00931,000465500,181.75,20.12,100.00,0,205.50
00932,000466000,182.50,20.13,100.00,0,206.00
00933,000466500,183.00,20.13,100.00,0,206.50
00934,000467000,183.00,20.13,100.00,0,207.00
00935,000467500,183.75,20.13,100.00,0,207.50
00936,000468000,184.00,20.12,100.00,0,208.00
00937,000468500,184.50,20.12,100.00,0,208.50
00938,000469000,184.50,20.12,100.00,0,209.00
00939,000469500,185.00,20.13,100.00,0,209.50
00940,000470000,186.00,20.11,097.83,0,210.00
00941,000470500,186.75,20.12,100.00,0,210.50
00942,000471000,186.75,20.12,100.00,0,211.00
00943,000471500,187.25,20.12,100.00,0,211.50
00944,000472000,188.00,20.13,100.00,0,212.00
00945,000472500,188.50,20.12,100.00,0,212.50
00946,000473000,188.50,20.12,100.00,0,213.00
00947,000473500,188.75,20.13,100.00,0,213.50
00948,000474000,189.50,20.13,100.00,0,214.00
00949,000474500,189.75,20.12,100.00,0,214.50
00950,000475000,189.75,20.12,100.00,0,215.00
00951,000475500,190.50,20.13,100.00,0,215.50
00952,000476000,190.25,20.13,100.00,0,216.00
00953,000476500,191.50,20.14,094.03,0,216.50
00954,000477000,191.50,20.14,100.00,0,217.00
00955,000477500,191.75,20.13,100.00,0,217.50
00956,000478000,192.50,20.14,100.00,0,218.00
00957,000478500,193.50,20.13,100.00,0,218.50
00958,000479000,193.50,20.13,100.00,0,219.00
00959,000479500,194.50,20.13,100.00,0,219.50
00960,000480000,194.75,20.13,100.00,0,220.00
00961,000480500,194.75,20.13,100.00,0,220.67
00962,000481000,195.75,20.12,100.00,0,221.33
00963,000481500,196.25,20.14,100.00,0,222.00
00964,000482000,197.00,20.12,100.00,0,222.67
00965,000482500,197.00,20.12,100.00,0,223.33
00966,000483000,197.75,20.13,100.00,0,224.00
00967,000483500,198.75,20.12,100.00,0,224.67
00968,000484000,198.75,20.14,100.00,0,225.33
00969,000484500,198.75,20.14,100.00,0,226.00
00970,000485000,199.75,20.13,100.00,0,226.67
00971,000485500,199.75,20.13,100.00,0,227.33
