Sample time (ms): 500
Maximum runtime (s): 720
Index,Time (ms),Oven temperature (C),Ambient temperature (C),PWM controller (percent),Thermocouple open,Reference temperature (C)
00079,000039500,037.75,09.23,055.02,0,050.00
00080,000040000,037.75,09.23,055.14,0,050.00
00081,000040500,038.25,09.25,033.76,0,050.00
00082,000041000,038.25,09.25,053.88,0,050.00
00083,000041500,039.75,09.26,000.00,0,050.00
00084,000042000,039.75,09.26,049.59,0,050.00
00085,000042500,039.75,09.26,049.69,0,050.00
00086,000043000,039.50,09.27,060.54,0,050.00
00087,000043500,039.50,09.27,050.65,0,050.00
00088,000044000,041.50,09.27,000.00,0,050.00
00089,000044500,041.50,09.27,044.82,0,050.00
00090,000045000,041.75,09.27,034.15,0,050.00
00091,000045500,041.75,09.27,044.23,0,050.00
